index,username,tweet_id,tweet_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,split_text,split_text2,combined,word_length
40,dohyunjinmin,1723873392980578712,เคยเดินจาก bts วัดพระศรีฯไปสายสีแดงหลักสี่ ระยะทางไม่ใช่ปัญหาสำหรับชั้นเลยแต่ทางเท้าตรงสะพานข้ามคลองตรงสถานีพระนครสุดเกิ้น มีทางเดินเรียบกับสะพานแต่เป็นทางปิดไม่มีทางออกถนนค่ะ งง ด้วยความห้าวหาญกุก็ปีนข้ามแม่ง,department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-11-13 1:20:19,2023-11-16 15:25:10,https://twitter.com/dohyunjinmin/status/1723873392980578712,พระนคร,0.0,[],"['เคย', 'เดิน', 'จาก', 'bts', 'วัด', 'พระ', 'ศรี', 'ฯ', 'ไป', 'สาย', 'สีแดง', 'หลัก', 'สี่', 'ระยะทาง', 'ไม่', 'ใช่', 'ปัญหา', 'สำหรับ', 'ชั้น', 'เลย', 'แต่', 'ทางเท้า', 'ตรง', 'สะพาน', 'ข้าม', 'คลอง', 'ตรง', 'สถานี', 'พระนคร', 'สุด', 'เกิ้น', 'มี', 'ทางเดิน', 'เรียบ', 'กับ', 'สะพาน', 'แต่', 'เป็น', 'ทาง', 'ปิด', 'ไม่', 'มี', 'ทางออก', 'ถนน', 'ค่ะ', 'งง', 'ด้วย', 'ความ', 'ห้าวหาญ', 'กุ', 'ก็', 'ปีน', 'ข้าม', 'แม่', 'ง']","['เคย', 'เดิน', 'จาก', 'bts', 'วัด', 'พระ', 'ศร', 'ีฯ', 'ไป', 'สาย', 'สีแดง', 'หลัก', 'สี่', 'ระยะทาง', 'ไม่', 'ใช่', 'ปัญหา', 'สำหรับ', 'ชั้น', 'เลย', 'แต่', 'ทางเท้า', 'ตรง', 'สะพาน', 'ข้าม', 'คลอง', 'ตรง', 'สถานี', 'พระนคร', 'สุด', 'เกิ้น', 'มี', 'ทางเดิน', 'เรียบ', 'กับ', 'สะพาน', 'แต่', 'เป็น', 'ทาง', 'ปิด', 'ไม่', 'มี', 'ทางออก', 'ถนน', 'ค่ะ', 'งง', 'ด้วย', 'ความ', 'ห้าวหาญ', 'กุ', 'ก็', 'ปีน', 'ข้าม', 'แม่', 'ง']",เคย เดิน จาก bts วัด พระ ศรี ฯ ไป สาย สีแดง หลัก สี่ ระยะทาง ไม่ ใช่ ปัญหา สำหรับ ชั้น เลย แต่ ทางเท้า ตรง สะพาน ข้าม คลอง ตรง สถานี พระนคร สุด เกิ้น มี ทางเดิน เรียบ กับ สะพาน แต่ เป็น ทาง ปิด ไม่ มี ทางออก ถนน ค่ะ งง ด้วย ความ ห้าวหาญ กุ ก็ ปีน ข้าม แม่ ง,55
48,Simmons37496127,1723769675656679557,เคยเดินจากเซนทรัลลาดพร้าวไปพหลโยธิน 34  คือไม่ไหวพังมาก  อากาศที่ กทม คือ ไม่น่าเดินด้วยแหละแต่อะไรก็ไม่หนักเท่ามอไซที่ขับขึ้นฟุตบาต  เเล้วมองเเรงเหมือนเราเกะกะทั้งๆที่มันคือทางเดิน   อันนี้คือแก้ยากสุด,police department,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-11-12 18:28:11,2023-11-16 14:52:12,https://twitter.com/Simmons37496127/status/1723769675656679557,ลาดพร้าว,,[],"['เคย', 'เดิน', 'จาก', 'เซ', 'นท', 'รัล', 'ลาดพร้าว', 'ไป', 'พหลโยธิน', '34', 'คือ', 'ไม่', 'ไหว', 'พัง', 'มาก', 'อากาศ', 'ที่', 'กทม', 'คือ', 'ไม่', 'น่า', 'เดิน', 'ด้วย', 'แหละ', 'แต่', 'อะไร', 'ก็', 'ไม่', 'หนัก', 'เท่า', 'มอ', 'ไซ', 'ที่', 'ขับ', 'ขึ้น', 'ฟุต', 'บาต', 'เเล้ว', 'มอง', 'เ', 'เร', 'ง', 'เหมือน', 'เรา', 'เกะกะ', 'ทั้งๆ', 'ที่', 'มัน', 'คือ', 'ทางเดิน', 'อันนี้', 'คือ', 'แก้', 'ยาก', 'สุด']","['เคย', 'เดิน', 'จาก', 'เซ', 'นท', 'รัล', 'ลาดพร้าว', 'ไป', 'พหล', 'โย', 'ธิ', 'น', '34', 'คือ', 'ไม่', 'ไหว', 'พัง', 'มาก', 'อากาศ', 'ที่', 'กทม', 'คือ', 'ไม่', 'น่า', 'เดิน', 'ด้วย', 'แหละ', 'แต่', 'อะไร', 'ก็', 'ไม่', 'หนัก', 'เท่า', 'มอ', 'ไซ', 'ที่', 'ขับ', 'ขึ้น', 'ฟุต', 'บาต', 'เเล้ว', 'มอง', 'เ', 'เร', 'ง', 'เหมือน', 'เรา', 'เกะกะ', 'ทั้งๆ', 'ที่', 'มัน', 'คือ', 'ทางเดิน', 'อันนี้', 'คือ', 'แก้', 'ยาก', 'สุด']",เคย เดิน จาก เซ นท รัล ลาดพร้าว ไป พหลโยธิน 34 คือ ไม่ ไหว พัง มาก อากาศ ที่ กทม คือ ไม่ น่า เดิน ด้วย แหละ แต่ อะไร ก็ ไม่ หนัก เท่า มอ ไซ ที่ ขับ ขึ้น ฟุต บาต เเล้ว มอง เ เร ง เหมือน เรา เกะกะ ทั้งๆ ที่ มัน คือ ทางเดิน อันนี้ คือ แก้ ยาก สุด,55
56,xbiiryxxn,1723707515551314342,เคยเดินจากห้วยขวางไปสุทธิสาร สรุปเดินเหยียบฟุตบาทที่มีน้ำขังกระเด็นใส่ คือเหม็นมากกก รองเท้ากางเกงเละหมด จบชีวิตนักสู้,department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-11-12 14:21:11,2023-11-16 15:20:42,https://twitter.com/xbiiryxxn/status/1723707515551314342,ห้วยขวาง,,[],"['เคย', 'เดิน', 'จาก', 'ห้วยขวาง', 'ไป', 'สุทธิ', 'สาร', 'สรุป', 'เดิน', 'เหยียบ', 'ฟุตบาท', 'ที่', 'มี', 'น้ำ', 'ขัง', 'กระเด็น', 'ใส่', 'คือ', 'เหม็น', 'มาก', 'กก', 'รองเท้า', 'กางเกง', 'เละ', 'หมด', 'จบชีวิต', 'นัก', 'สู้']","['เคย', 'เดิน', 'จาก', 'ห้วยขวาง', 'ไป', 'สุทธิ', 'สาร', 'สรุป', 'เดิน', 'เหยียบ', 'ฟุตบาท', 'ที่', 'มี', 'น้ำ', 'ขัง', 'กระเด็น', 'ใส่', 'คือ', 'เหม็น', 'มาก', 'กก', 'รองเท้า', 'กางเกง', 'เละ', 'หมด', 'จบชีวิต', 'นัก', 'สู้']",เคย เดิน จาก ห้วยขวาง ไป สุทธิ สาร สรุป เดิน เหยียบ ฟุตบาท ที่ มี น้ำ ขัง กระเด็น ใส่ คือ เหม็น มาก กก รองเท้า กางเกง เละ หมด จบชีวิต นัก สู้,28
62,BAROCTARISREAL,1723676568256680410,อยู่เกาหลีเดินสะบัด แดกเท่าไหรก็ นน ไม่ขึ้น กลับมาไทยคือพยายามจะเดินมาก จากพระราม 9ไปห้วยขวางนี้ก็เดิน สรุปนอกจากเหงื่อหยา ร้อนระอุ กลับมาจมูกพังเพราะฝุ่นแน่นเกิน ที่พีคกว่าคือทางที่เดินไปนั้น เหมือนปฏิบัติภารกิจในเกมส์มาก ทางเท้าวาไรตี้สุด ไม่ตกท่อก็เหยียบน้ำขัง,department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-11-12 12:18:12,2023-11-16 15:20:42,https://twitter.com/BAROCTARISREAL/status/1723676568256680410,ห้วยขวาง,,[],"['อยู่', 'เกาหลี', 'เดิน', 'สะบัด', 'แดก', 'เท่า', 'ไห', 'ร', 'ก็', 'นน', 'ไม่', 'ขึ้น', 'กลับมา', 'ไทย', 'คือ', 'พยายาม', 'จะ', 'เดิน', 'มาก', 'จาก', 'พระราม', '9', 'ไป', 'ห้วยขวาง', 'นี้', 'ก็', 'เดิน', 'สรุป', 'นอกจาก', 'เหงื่อ', 'ห', 'ยา', 'ร้อนระอุ', 'กลับมา', 'จมูก', 'พัง', 'เพราะ', 'ฝุ่น', 'แน่น', 'เกิน', 'ที่', 'พีค', 'กว่า', 'คือ', 'ทาง', 'ที่', 'เดิน', 'ไป', 'นั้น', 'เหมือน', 'ปฏิบัติภารกิจ', 'ใน', 'เกมส์', 'มาก', 'ทางเท้า', 'วาไรตี้', 'สุด', 'ไม่', 'ตก', 'ท่อ', 'ก็', 'เหยียบ', 'น้ำ', 'ขัง']","['อยู่', 'เกาหลี', 'เดิน', 'สะบัด', 'แดก', 'เท่า', 'ไห', 'ร', 'ก็', 'นน', 'ไม่', 'ขึ้น', 'กลับมา', 'ไทย', 'คือ', 'พยายาม', 'จ', 'ะ', 'เดิน', 'มาก', 'จาก', 'พระราม', '9', 'ไป', 'ห้วยขวาง', 'นี้', 'ก็', 'เดิน', 'สรุป', 'นอกจาก', 'เหงื่อ', 'ห', 'ยา', 'ร้อนระอุ', 'กลับมา', 'จมู', 'ก', 'พัง', 'เพราะ', 'ฝุ่น', 'แน่น', 'เกิน', 'ที่', 'พีค', 'กว่า', 'คือ', 'ทาง', 'ที่', 'เดิน', 'ไป', 'นั้น', 'เหมือน', 'ปฏิบัติภารกิจ', 'ใน', 'เกมส์', 'มาก', 'ทางเท้า', 'วาไรตี้', 'สุด', 'ไม่', 'ตก', 'ท่อ', 'ก็', 'เหยียบ', 'น้ำ', 'ขัง']",อยู่ เกาหลี เดิน สะบัด แดก เท่า ไห ร ก็ นน ไม่ ขึ้น กลับมา ไทย คือ พยายาม จะ เดิน มาก จาก พระราม 9 ไป ห้วยขวาง นี้ ก็ เดิน สรุป นอกจาก เหงื่อ ห ยา ร้อนระอุ กลับมา จมูก พัง เพราะ ฝุ่น แน่น เกิน ที่ พีค กว่า คือ ทาง ที่ เดิน ไป นั้น เหมือน ปฏิบัติภารกิจ ใน เกมส์ มาก ทางเท้า วาไรตี้ สุด ไม่ ตก ท่อ ก็ เหยียบ น้ำ ขัง,64
68,ssssxsaii,1723591895224656205,"บรรทัดทองจะน่าเดินกว่านี้ถ้า
-ทำทางเดินใหม่ไม่ให้แผ่นที่พื้นกระดก
-ไม่มีท่อจากน้ำแอร์หยดใส่หัวข้างบน
-ไม่ทิ้งของเสียลงท่อตรงๆ
-ร้านค้าไม่ตั้งบนทางเท้า

หดหู่ทุกครั้งที่ต้องเดินผ่านทางเดินที่บรรทัดทอง ทั้งที่ร้านอร่อยๆเยอะมาก ของกินเยอะ แต่ทางอุบาดมาก",municipal office,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-11-12 6:41:45,2023-11-16 15:43:02,https://twitter.com/ssssxsaii/status/1723591895224656205,บรรทัดทอง,,[],"['บรรทัด', 'ทอง', 'จะ', 'น่า', 'เดิน', 'กว่า', 'นี้', 'ถ้า', '\n', '-', 'ทำ', 'ทางเดิน', 'ใหม่', 'ไม่', 'ให้', 'แผ่น', 'ที่', 'พื้น', 'กระดก', '\n', '-', 'ไม่', 'มี', 'ท่อ', 'จาก', 'น้ำ', 'แอร์', 'หยด', 'ใส่', 'หัว', 'ข้างบน', '\n', '-', 'ไม่', 'ทิ้ง', 'ของเสีย', 'ลง', 'ท่อ', 'ตรงๆ', '\n', '-', 'ร้านค้า', 'ไม่', 'ตั้ง', 'บน', 'ทางเท้า', '\n', '\n', 'หดหู่', 'ทุกครั้งที่', 'ต้อง', 'เดินผ่าน', 'ทางเดิน', 'ที่', 'บรรทัด', 'ทอง', 'ทั้งที่', 'ร้าน', 'อร่อย', 'ๆ', 'เยอะ', 'มาก', 'ของกิน', 'เยอะ', 'แต่', 'ทาง', 'อุ', 'บาด', 'มาก']","['บรรทัด', 'ทอง', 'จะ', 'น่า', 'เดิน', 'กว่า', 'นี้', 'ถ้า', '\n', '-', 'ทำ', 'ทางเดิน', 'ใหม่', 'ไม่', 'ให้', 'แผ่น', 'ที่', 'พื้น', 'กระดก', '\n', '-', 'ไม่', 'มี', 'ท่อ', 'จาก', 'น้ำ', 'แอร์', 'หยด', 'ใส่', 'หัว', 'ข้างบน', '\n', '-', 'ไม่', 'ทิ้ง', 'ของเสีย', 'ลง', 'ท่อ', 'ตรงๆ', '\n', '-', 'ร้านค้า', 'ไม่', 'ตั้ง', 'บน', 'ทางเท้า', '\n', '\n', 'หดหู่', 'ทุกครั้งที่', 'ต้อง', 'เดินผ่าน', 'ทางเดิน', 'ที่', 'บรรทัด', 'ทอง', 'ทั้งที่', 'ร้าน', 'อร่อย', 'ๆ', 'เยอะ', 'มาก', 'ของกิน', 'เยอะ', 'แต่', 'ทาง', 'อุ', 'บาด', 'มาก']","บรรทัด ทอง จะ น่า เดิน กว่า นี้ ถ้า 
 - ทำ ทางเดิน ใหม่ ไม่ ให้ แผ่น ที่ พื้น กระดก 
 - ไม่ มี ท่อ จาก น้ำ แอร์ หยด ใส่ หัว ข้างบน 
 - ไม่ ทิ้ง ของเสีย ลง ท่อ ตรงๆ 
 - ร้านค้า ไม่ ตั้ง บน ทางเท้า 
 
 หดหู่ ทุกครั้งที่ ต้อง เดินผ่าน ทางเดิน ที่ บรรทัด ทอง ทั้งที่ ร้าน อร่อย ๆ เยอะ มาก ของกิน เยอะ แต่ ทาง อุ บาด มาก",69
79,Catter65422769,1723250389422916009,"ความปลอดภัยของแทร่

งานปรับปรุงทางเท้าใหม่ 
ถนนสุทธิสารวินิจฉัย ช่วงจากถนนพหลโยธิน-ถนนวิภาวดีรังสิต วงเงิน 10.8 ล้าน ของสำนักการโยธา กทม. 
ทำสัญญาพฤษภา 66 กำหนดสิ้นสุดกันยา 66 ทำ ๆ หยุด ๆ ไม่เสร็จสักที ล่าสุดทิ้งไปเป็นเดือน ปล่อยคงสภาพไว้อย่างที่เห็น...

.. หมาเฝ้าบ้าน",department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-11-11 8:04:43,2023-11-16 14:52:12,https://twitter.com/Catter65422769/status/1723250389422916009,พหลโยธิน,,['https://pbs.twimg.com/media/F-o3GBcawAAcf50?format=jpg&name=small'],"['ความปลอดภัย', 'ของ', 'แทร่', '\n', '\n', 'งาน', 'ปรับปรุง', 'ทางเท้า', 'ใหม่', '\n', 'ถนน', 'สุทธิ', 'สาร', 'วินิจฉัย', 'ช่วง', 'จาก', 'ถนน', 'พหลโยธิน', '-', 'ถนน', 'วิภาวดีรังสิต', 'วงเงิน', '10.8', 'ล้าน', 'ของ', 'สำ', 'นักการ', 'โยธา', 'กทม.', '\n', 'ทำสัญญา', 'พฤษภา', '66', 'กำหนด', 'สิ้นสุด', 'กันยา', '66', 'ทำ', 'ๆ', 'หยุด', 'ๆ', 'ไม่', 'เสร็จ', 'สักที', 'ล่าสุด', 'ทิ้ง', 'ไป', 'เป็น', 'เดือน', 'ปล่อย', 'คง', 'สภาพ', 'ไว้', 'อย่าง', 'ที่', 'เห็น', '...', '\n', '\n', '..', 'หมา', 'เฝ้าบ้าน']","['ความปลอดภัย', 'ของ', 'แทร่', '\n', '\n', 'งาน', 'ปรับปรุง', 'ทางเท้า', 'ใหม่', '\n', 'ถนน', 'สุทธิ', 'สาร', 'วินิจฉัย', 'ช่วง', 'จาก', 'ถนน', 'พห', 'ล', 'โยธิน', '-', 'ถนน', 'วิภาวดีรังสิต', 'วง', 'เงิน', '10.8', 'ล้าน', 'ของ', 'สำ', 'นั', 'ก', 'การ', 'โยธา', 'กทม.', '\n', 'ทำสัญญา', 'พฤษภา', '66', 'กำ', 'ห', 'นด', 'สิ้นสุด', 'กันยา', '66', 'ทำ', 'ๆ', 'หยุด', 'ๆ', 'ไม่', 'เสร็จ', 'สักที', 'ล่าสุด', 'ทิ้ง', 'ไป', 'เป็น', 'เดือน', 'ปล่อย', 'คง', 'สภาพ', 'ไว้', 'อย่าง', 'ที่', 'เห็น', '...', '\n', '\n', '..', 'หมา', 'เฝ้าบ้าน']","ความปลอดภัย ของ แทร่ 
 
 งาน ปรับปรุง ทางเท้า ใหม่ 
 ถนน สุทธิ สาร วินิจฉัย ช่วง จาก ถนน พหลโยธิน - ถนน วิภาวดีรังสิต วงเงิน 10.8 ล้าน ของ สำ นักการ โยธา กทม. 
 ทำสัญญา พฤษภา 66 กำหนด สิ้นสุด กันยา 66 ทำ ๆ หยุด ๆ ไม่ เสร็จ สักที ล่าสุด ทิ้ง ไป เป็น เดือน ปล่อย คง สภาพ ไว้ อย่าง ที่ เห็น ... 
 
 .. หมา เฝ้าบ้าน",62
80,yakult_cool,1723223303090004374,"เส้นสุขุมวิทเป็นอะไรที่WTF มาก เมื่อเช้าต้นสุขุมวิทเจอเลนซ้ายจอดซื้อของกินริมฟุตบาทเป็นแถว ต่อมาซ.27ก่อนเอ็มควอเทียร์ รถตู้ทึบขาวจอดส่งของ ไม่แคร์แม้รถจะติดแค่ไหนกูใคร่จอดก็จอด เหี้ยมาก เลยมาอีกนิดก่อนเอกมัย รถยนต์อยู่เลน2ยูเทิร์นกลับไปอีกฝั่งแบบไม่แคร์รถหลังเบรคหัวทิ่ม
เหนื่อยใจ",police department,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-11-11 6:17:06,2023-11-16 16:20:05,https://twitter.com/yakult_cool/status/1723223303090004374,สุขุมวิท,,[],"['เส้น', 'สุขุมวิท', 'เป็น', 'อะไร', 'ที่', 'WTF', 'มาก', 'เมื่อเช้า', 'ต้น', 'สุขุมวิท', 'เจอ', 'เลน', 'ซ้าย', 'จอด', 'ซื้อ', 'ของกิน', 'ริม', 'ฟุตบาท', 'เป็นแถว', 'ต่อมา', 'ซ.', '27', 'ก่อน', 'เอ็ม', 'ควอเทียร์', 'รถตู้', 'ทึบ', 'ขาว', 'จอด', 'ส่ง', 'ของ', 'ไม่', 'แคร์', 'แม้', 'รถ', 'จะ', 'ติด', 'แค่', 'ไหน', 'กู', 'ใคร่', 'จอด', 'ก็', 'จอด', 'เหี้ย', 'มาก', 'เลย', 'มา', 'อีก', 'นิด', 'ก่อน', 'เอกมัย', 'รถยนต์', 'อยู่', 'เลน', '2', 'ยูเทิร์น', 'กลับ', 'ไป', 'อีก', 'ฝั่ง', 'แบบ', 'ไม่', 'แคร์', 'รถ', 'หลัง', 'เบรค', 'หัว', 'ทิ่ม', '\n', 'เหนื่อยใจ']","['เส้น', 'สุขุมวิท', 'เป็น', 'อะไร', 'ที่', 'WTF', 'มาก', 'เมื่อ', 'เช้', 'า', 'ต้น', 'สุขุมวิท', 'เจอ', 'เลน', 'ซ้าย', 'จอด', 'ซื้อ', 'ของกิน', 'ริม', 'ฟุตบาท', 'เป็นแถว', 'ต่อมา', 'ซ.', '27', 'ก่อน', 'เอ็ม', 'ควอเทียร์', 'รถตู้', 'ทึบ', 'ขาว', 'จอด', 'ส่ง', 'ของ', 'ไม่', 'แคร์', 'แม้', 'รถ', 'จะ', 'ติด', 'แค่', 'ไหน', 'กู', 'ใคร่', 'จอด', 'ก็', 'จอด', 'เหี้ย', 'มาก', 'เลย', 'มา', 'อีก', 'นิด', 'ก่อน', 'เอกมัย', 'รถยนต์', 'อยู่', 'เลน', '2', 'ยูเทิร์น', 'กลับ', 'ไป', 'อีก', 'ฝั่ง', 'แบบ', 'ไม่', 'แคร์', 'รถ', 'หลัง', 'เบรค', 'หัว', 'ทิ่ม', '\n', 'เหนื่อยใจ']","เส้น สุขุมวิท เป็น อะไร ที่ WTF มาก เมื่อเช้า ต้น สุขุมวิท เจอ เลน ซ้าย จอด ซื้อ ของกิน ริม ฟุตบาท เป็นแถว ต่อมา ซ. 27 ก่อน เอ็ม ควอเทียร์ รถตู้ ทึบ ขาว จอด ส่ง ของ ไม่ แคร์ แม้ รถ จะ ติด แค่ ไหน กู ใคร่ จอด ก็ จอด เหี้ย มาก เลย มา อีก นิด ก่อน เอกมัย รถยนต์ อยู่ เลน 2 ยูเทิร์น กลับ ไป อีก ฝั่ง แบบ ไม่ แคร์ รถ หลัง เบรค หัว ทิ่ม 
 เหนื่อยใจ",71
93,akdmaum,1722923722540298508,"ฝนลงทุกวันในอาทิตย์ที่ฉันไม่มีรถแล้วต้องลงรถเมเดินเข้าร้าน 
ทางเดินในอุดมสุขก็นะ ทั้งต้นไม้ขวาง ทั้งอิฐหาย",department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-11-10 10:26:40,2023-11-16 16:29:11,https://twitter.com/akdmaum/status/1722923722540298508,อุดมสุข,,org_step_2,"['ฝน', 'ลง', 'ทุกวัน', 'ใน', 'อาทิตย์', 'ที่', 'ฉัน', 'ไม่', 'มี', 'รถ', 'แล้ว', 'ต้อง', 'ลงรถ', 'เม', 'เดิน', 'เข้า', 'ร้าน', '\n', 'ทางเดิน', 'ใน', 'อุดม', 'สุข', 'ก็', 'นะ', 'ทั้ง', 'ต้นไม้', 'ขวาง', 'ทั้ง', 'อิฐ', 'หาย']","['ฝน', 'ลง', 'ทุกวัน', 'ใน', 'อาทิตย์', 'ที่', 'ฉัน', 'ไม่', 'มี', 'รถ', 'แล้ว', 'ต้อง', 'ลงรถ', 'เม', 'เดิน', 'เข้า', 'ร้าน', '\n', 'ทางเดิน', 'ใน', 'อุดม', 'สุข', 'ก็', 'นะ', 'ทั้ง', 'ต้นไม้', 'ขวาง', 'ทั้ง', 'อิฐ', 'หาย']","ฝน ลง ทุกวัน ใน อาทิตย์ ที่ ฉัน ไม่ มี รถ แล้ว ต้อง ลงรถ เม เดิน เข้า ร้าน 
 ทางเดิน ใน อุดม สุข ก็ นะ ทั้ง ต้นไม้ ขวาง ทั้ง อิฐ หาย",30
98,Sirilapas_mfp,1722825094144413957,"ประสานงานแก้ไขสำเร็จ

หลังจากได้รับแจ้งจากประชาชนที่ในพื้นที่ว่ามีสิ่งของล้ำฟุตบาทกีดขวางทางเดินบริเวณต้นซอย รามคำแหง99 หมิวจึงประสานงานไปยังฝ่ายเทศกิจสำนักงานเขตบางกะปิ…",department of public work,True,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2023-11-10 3:54:45,2023-11-16 16:06:14,https://twitter.com/Sirilapas_mfp/status/1722825094144413957,บางกะปิ,,['https://pbs.twimg.com/media/F-i0SslaIAAVPhG?format=jpg&name=small'],"['ประสานงาน', 'แก้ไข', 'สำเร็จ', '\n', '\n', 'หลังจาก', 'ได้รับ', 'แจ้ง', 'จาก', 'ประชาชน', 'ที่', 'ใน', 'พื้น', 'ที่ว่า', 'มี', 'สิ่งของ', 'ล้ำ', 'ฟุตบาท', 'กีดขวาง', 'ทางเดิน', 'บริเวณ', 'ต้น', 'ซอย', 'รามคำแหง', '99', 'หมิว', 'จึง', 'ประสานงาน', 'ไป', 'ยัง', 'ฝ่าย', 'เทศกิจ', 'สำนักงานเขต', 'บาง', 'กะปิ', '…']","['ประสานงาน', 'แก้ไข', 'สำเร็จ', '\n', '\n', 'หลังจาก', 'ได้รับ', 'แจ้ง', 'จาก', 'ประชาชน', 'ที่', 'ใน', 'พื้น', 'ที่ว่า', 'มี', 'สิ่งของ', 'ล้ำ', 'ฟุตบาท', 'กีดขวาง', 'ทางเดิน', 'บริเวณ', 'ต้น', 'ซอย', 'รามคำแหง', '99', 'หมิว', 'จึง', 'ประสานงาน', 'ไป', 'ยัง', 'ฝ่าย', 'เทศกิจ', 'สำนักงานเขต', 'บาง', 'กะปิ', '…']","ประสานงาน แก้ไข สำเร็จ 
 
 หลังจาก ได้รับ แจ้ง จาก ประชาชน ที่ ใน พื้น ที่ว่า มี สิ่งของ ล้ำ ฟุตบาท กีดขวาง ทางเดิน บริเวณ ต้น ซอย รามคำแหง 99 หมิว จึง ประสานงาน ไป ยัง ฝ่าย เทศกิจ สำนักงานเขต บาง กะปิ …",36
